,zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target,type,interaction_wealth_income,income_to_home_ratio,wealth_to_home_ratio,gift_to_income_ratio,average_gift_size_to_largest_gift_ratio,total_gifts_to_number_of_promotions,homeowner_children,zip_gender,time_since_last_gift_bucket
1225,No,Yes,No,No,Yes,1,1,No,8,299,247,315,25,22,47.0,20.0,13.0,30,4,11.75,No Donor,train,8,0.0033444816053511705,0.026755852842809364,47.0,0.5875,2.1363636363636362,Yes_1,No_Yes_No_No_No,24+
1226,No,No,Yes,No,Yes,1,2,Yes,6,434,258,301,27,66,120.0,15.0,15.0,30,4,10.0,Donor,dev,12,0.004608294930875576,0.013824884792626729,60.0,0.6666666666666666,1.8181818181818181,Yes_1,No_No_Yes_No_Yes,24+
1227,No,No,Yes,No,Yes,1,2,No,5,882,382,397,4,75,97.0,5.0,5.0,30,7,3.592592593,Donor,train,10,0.0022675736961451248,0.005668934240362812,48.5,0.7185185186,1.2933333333333332,Yes_1,No_No_Yes_No_No,24+
1228,No,No,Yes,No,No,1,3,Yes,5,422,290,319,18,66,132.0,16.0,10.0,31,5,9.428571429,Donor,train,15,0.0071090047393364926,0.011848341232227487,44.0,0.5892857143125,2.0,No_1,No_No_Yes_No_Yes,24+
1229,No,No,No,Yes,Yes,1,4,Yes,5,694,365,375,8,141,201.0,8.0,8.0,17,6,3.589285714,Donor,train,20,0.005763688760806916,0.007204610951008645,50.25,0.44866071425,1.425531914893617,Yes_1,No_No_No_Yes_Yes,13-24
1230,Yes,No,No,No,Yes,1,4,No,0,1059,586,619,7,40,77.0,10.0,10.0,29,1,7.7,No Donor,train,0,0.003777148253068933,0.0,19.25,0.77,1.925,Yes_1,Yes_No_No_No_No,24+
1231,No,Yes,No,No,Yes,1,4,Yes,2,345,257,271,30,45,80.0,10.0,5.0,29,11,8.888888889,No Donor,train,8,0.011594202898550725,0.005797101449275362,20.0,0.8888888889000001,1.7777777777777777,Yes_1,No_Yes_No_No_Yes,24+
1232,No,No,No,Yes,Yes,1,4,No,8,2962,613,709,0,64,111.0,15.0,15.0,28,13,10.09090909,Donor,train,32,0.0013504388926401081,0.0027008777852802163,27.75,0.6727272726666667,1.734375,Yes_1,No_No_No_Yes_No,24+
1233,No,No,No,Yes,Yes,1,3,No,8,3111,347,380,14,34,55.0,20.0,20.0,33,5,13.75,No Donor,train,24,0.0009643201542912247,0.0025715204114432656,18.333333333333332,0.6875,1.6176470588235294,Yes_1,No_No_No_Yes_No,24+
1234,No,No,No,Yes,Yes,1,2,Yes,8,1169,363,404,6,27,29.0,10.0,5.0,28,2,4.833333333,Donor,train,16,0.001710863986313088,0.006843455945252352,14.5,0.48333333329999995,1.0740740740740742,Yes_1,No_No_No_Yes_Yes,24+
1235,Yes,No,No,No,Yes,1,3,Yes,8,1217,297,368,18,27,86.0,16.0,10.0,31,1,12.28571429,Donor,train,24,0.0024650780608052587,0.00657354149548069,28.666666666666668,0.767857143125,3.185185185185185,Yes_1,Yes_No_No_No_Yes,24+
1236,No,No,No,Yes,Yes,1,4,Yes,2,601,252,298,27,81,426.0,20.0,14.0,30,9,11.51351351,Donor,dev,8,0.0066555740432612314,0.0033277870216306157,106.5,0.5756756755,5.2592592592592595,Yes_1,No_No_No_Yes_Yes,24+
1237,No,No,Yes,No,No,1,6,Yes,8,671,432,481,0,25,45.0,10.0,10.0,28,5,9.0,Donor,train,48,0.00894187779433681,0.011922503725782414,7.5,0.9,1.8,No_1,No_No_Yes_No_Yes,24+
1238,No,No,Yes,No,Yes,1,2,Yes,1,476,226,269,42,66,119.0,20.0,20.0,37,2,10.81818182,No Donor,dev,2,0.004201680672268907,0.0021008403361344537,59.5,0.540909091,1.803030303030303,Yes_1,No_No_Yes_No_Yes,24+
1239,No,No,No,Yes,Yes,1,6,No,8,3608,716,865,3,71,105.0,50.0,50.0,35,4,8.75,No Donor,train,48,0.0016629711751662971,0.0022172949002217295,17.5,0.175,1.4788732394366197,Yes_1,No_No_No_Yes_No,24+
1240,Yes,No,No,No,No,1,2,Yes,8,1813,605,672,8,67,191.0,8.0,6.0,33,33,5.96875,No Donor,train,16,0.0011031439602868175,0.00441257584114727,95.5,0.74609375,2.8507462686567164,No_1,Yes_No_No_No_Yes,24+
1241,No,No,No,Yes,No,1,5,No,8,749,366,415,15,31,77.0,25.0,17.0,37,2,19.25,No Donor,train,40,0.006675567423230975,0.010680907877169559,15.4,0.77,2.4838709677419355,No_1,No_No_No_Yes_No,24+
1242,Yes,No,No,No,Yes,1,4,Yes,8,1371,626,629,0,27,92.0,27.0,20.0,34,4,23.0,No Donor,train,32,0.0029175784099197666,0.005835156819839533,23.0,0.8518518518518519,3.4074074074074074,Yes_1,Yes_No_No_No_Yes,24+
1243,No,Yes,No,No,Yes,1,2,No,8,379,239,303,26,21,30.0,15.0,15.0,32,5,15.0,Donor,train,16,0.005277044854881266,0.021108179419525065,15.0,1.0,1.4285714285714286,Yes_1,No_Yes_No_No_No,24+
1244,Yes,No,No,No,No,1,2,Yes,8,400,225,265,27,26,35.0,5.0,5.0,29,4,5.0,No Donor,dev,16,0.005,0.02,17.5,1.0,1.3461538461538463,No_1,Yes_No_No_No_Yes,24+
1245,No,Yes,No,No,No,1,5,No,6,581,381,422,5,55,233.0,25.0,20.0,32,20,14.5625,No Donor,train,30,0.008605851979345954,0.010327022375215147,46.6,0.5825,4.236363636363636,No_1,No_Yes_No_No_No,24+
1246,No,No,No,Yes,Yes,1,6,Yes,6,1676,452,464,3,54,60.0,7.0,5.0,35,2,4.615384615,Donor,train,36,0.003579952267303103,0.003579952267303103,10.0,0.6593406592857143,1.1111111111111112,Yes_1,No_No_No_Yes_Yes,24+
1247,No,Yes,No,No,Yes,1,6,Yes,8,705,382,439,7,39,77.0,15.0,15.0,35,9,7.7,No Donor,train,48,0.00851063829787234,0.011347517730496455,12.833333333333334,0.5133333333333333,1.9743589743589745,Yes_1,No_Yes_No_No_Yes,24+
1248,Yes,No,No,No,Yes,1,2,No,1,845,236,271,26,75,196.0,12.0,11.0,30,4,8.166666667,No Donor,train,2,0.002366863905325444,0.001183431952662722,98.0,0.6805555555833332,2.6133333333333333,Yes_1,Yes_No_No_No_No,24+
1249,No,Yes,No,No,No,1,1,No,4,442,315,343,24,52,134.0,20.0,20.0,30,10,16.75,Donor,dev,4,0.0022624434389140274,0.00904977375565611,134.0,0.8375,2.576923076923077,No_1,No_Yes_No_No_No,24+
1250,No,No,No,Yes,No,1,1,No,7,708,249,303,26,61,150.0,16.0,16.0,31,13,11.53846154,Donor,train,7,0.0014124293785310734,0.009887005649717515,150.0,0.72115384625,2.459016393442623,No_1,No_No_No_Yes_No,24+
1251,No,Yes,No,No,No,1,4,Yes,0,606,247,289,18,44,218.0,50.0,50.0,30,8,24.22222222,Donor,dev,0,0.006600660066006601,0.0,54.5,0.4844444444,4.954545454545454,No_1,No_Yes_No_No_Yes,24+
1252,No,Yes,No,No,Yes,3,6,No,8,428,289,304,16,24,30.0,15.0,15.0,33,5,10.0,No Donor,train,48,0.014018691588785047,0.018691588785046728,5.0,0.6666666666666666,1.25,Yes_3,No_Yes_No_No_No,24+
1253,Yes,No,No,No,Yes,1,4,Yes,8,962,452,502,4,82,151.0,12.0,12.0,30,13,7.947368421,No Donor,dev,32,0.004158004158004158,0.008316008316008316,37.75,0.66228070175,1.8414634146341464,Yes_1,Yes_No_No_No_Yes,24+
1254,Yes,No,No,No,No,1,2,No,3,378,302,312,25,73,98.0,7.0,5.0,31,12,5.157894737,No Donor,train,6,0.005291005291005291,0.007936507936507936,49.0,0.7368421052857144,1.3424657534246576,No_1,Yes_No_No_No_No,24+
1255,No,No,Yes,No,No,1,2,Yes,1,515,253,306,14,46,89.0,15.0,10.0,31,4,8.9,Donor,train,2,0.003883495145631068,0.001941747572815534,44.5,0.5933333333333334,1.934782608695652,No_1,No_No_Yes_No_Yes,24+
1256,No,No,No,Yes,Yes,1,6,Yes,8,3161,770,768,2,25,50.0,14.0,14.0,31,5,12.5,Donor,train,48,0.0018981335020563112,0.002530844669408415,8.333333333333334,0.8928571428571429,2.0,Yes_1,No_No_No_Yes_Yes,24+
1257,No,Yes,No,No,No,1,1,No,3,489,294,286,20,54,215.0,30.0,30.0,28,10,19.54545455,No Donor,dev,3,0.002044989775051125,0.006134969325153374,215.0,0.6515151516666666,3.9814814814814814,No_1,No_Yes_No_No_No,24+
1258,No,No,No,Yes,Yes,1,4,No,9,1348,470,641,0,69,237.0,10.0,5.0,30,1,5.386363636,No Donor,train,36,0.002967359050445104,0.0066765578635014835,59.25,0.5386363636,3.4347826086956523,Yes_1,No_No_No_Yes_No,24+
1259,No,Yes,No,No,Yes,1,4,Yes,0,231,198,226,15,43,63.0,7.0,5.0,28,8,3.15,Donor,train,0,0.017316017316017316,0.0,15.75,0.45,1.4651162790697674,Yes_1,No_Yes_No_No_Yes,24+
1260,No,Yes,No,No,Yes,1,4,Yes,2,271,274,304,18,64,102.0,15.0,15.0,33,8,11.33333333,Donor,train,8,0.014760147601476014,0.007380073800738007,25.5,0.7555555553333334,1.59375,Yes_1,No_Yes_No_No_Yes,24+
1261,Yes,No,No,No,Yes,1,4,Yes,8,276,182,189,46,27,60.0,20.0,20.0,31,8,20.0,No Donor,train,32,0.014492753623188406,0.028985507246376812,15.0,1.0,2.2222222222222223,Yes_1,Yes_No_No_No_Yes,24+
1262,Yes,No,No,No,Yes,1,4,Yes,8,977,464,486,5,48,59.0,11.0,8.0,35,9,7.375,No Donor,dev,32,0.0040941658137154556,0.008188331627430911,14.75,0.6704545454545454,1.2291666666666667,Yes_1,Yes_No_No_No_Yes,24+
1263,Yes,No,No,No,Yes,1,5,No,8,1669,435,525,8,54,94.0,10.0,7.0,28,2,7.230769231,Donor,train,40,0.0029958058717795086,0.004793289394847214,18.8,0.7230769231,1.7407407407407407,Yes_1,Yes_No_No_No_No,24+
1264,Yes,No,No,No,Yes,1,7,Yes,7,1563,574,637,1,42,60.0,15.0,15.0,36,11,12.0,No Donor,train,49,0.004478566858605247,0.004478566858605247,8.571428571428571,0.8,1.4285714285714286,Yes_1,Yes_No_No_No_Yes,24+
1265,Yes,No,No,No,Yes,1,4,Yes,8,1274,583,629,2,20,50.0,50.0,50.0,37,5,50.0,Donor,train,32,0.0031397174254317113,0.006279434850863423,12.5,1.0,2.5,Yes_1,Yes_No_No_No_Yes,24+
1266,No,No,No,Yes,Yes,1,2,Yes,0,531,141,159,54,34,36.0,16.0,16.0,37,6,9.0,No Donor,train,0,0.003766478342749529,0.0,18.0,0.5625,1.0588235294117647,Yes_1,No_No_No_Yes_Yes,24+
1267,No,No,No,Yes,Yes,1,5,Yes,7,1179,461,450,10,72,377.0,35.0,25.0,31,17,20.94444444,Donor,train,35,0.004240882103477523,0.005937234944868533,75.4,0.5984126982857143,5.236111111111111,Yes_1,No_No_No_Yes_Yes,24+
1268,No,No,No,Yes,Yes,1,4,Yes,8,2932,649,677,4,24,33.0,11.0,7.0,28,3,8.25,No Donor,train,32,0.001364256480218281,0.002728512960436562,8.25,0.75,1.375,Yes_1,No_No_No_Yes_Yes,24+
1269,No,No,Yes,No,Yes,1,3,No,8,487,399,373,21,37,60.0,15.0,15.0,31,5,10.0,Donor,train,24,0.006160164271047228,0.01642710472279261,20.0,0.6666666666666666,1.6216216216216217,Yes_1,No_No_Yes_No_No,24+
1270,No,No,Yes,No,Yes,1,6,Yes,6,690,353,408,18,81,341.0,25.0,15.0,36,5,13.64,No Donor,train,36,0.008695652173913044,0.008695652173913044,56.833333333333336,0.5456,4.209876543209877,Yes_1,No_No_Yes_No_Yes,24+
1271,No,Yes,No,No,Yes,1,4,Yes,2,338,223,232,23,88,182.0,20.0,15.0,28,7,12.13333333,No Donor,train,8,0.011834319526627219,0.005917159763313609,45.5,0.6066666665,2.0681818181818183,Yes_1,No_Yes_No_No_Yes,24+
1272,No,Yes,No,No,Yes,1,4,No,8,502,240,264,27,29,48.0,15.0,5.0,30,15,8.0,Donor,dev,32,0.00796812749003984,0.01593625498007968,12.0,0.5333333333333333,1.6551724137931034,Yes_1,No_Yes_No_No_No,24+
1273,No,No,Yes,No,No,1,3,No,2,652,453,438,11,60,121.0,15.0,15.0,37,3,11.0,No Donor,dev,6,0.004601226993865031,0.003067484662576687,40.333333333333336,0.7333333333333333,2.0166666666666666,No_1,No_No_Yes_No_No,24+
1274,Yes,No,No,No,Yes,1,7,No,8,1651,471,519,9,59,163.0,24.0,24.0,31,6,6.269230769,Donor,train,56,0.004239854633555421,0.004845548152634767,23.285714285714285,0.2612179487083333,2.76271186440678,Yes_1,Yes_No_No_No_No,24+
1275,Yes,No,No,No,Yes,1,5,Yes,7,502,334,346,17,53,83.0,20.0,20.0,33,9,10.375,No Donor,train,35,0.0099601593625498,0.013944223107569721,16.6,0.51875,1.5660377358490567,Yes_1,Yes_No_No_No_Yes,24+
1276,No,No,No,Yes,Yes,1,4,Yes,8,426,245,272,32,24,59.0,22.0,22.0,30,1,11.8,No Donor,train,32,0.009389671361502348,0.018779342723004695,14.75,0.5363636363636364,2.4583333333333335,Yes_1,No_No_No_Yes_Yes,24+
1277,No,No,Yes,No,Yes,1,4,Yes,2,687,411,503,5,69,165.0,25.0,25.0,37,4,18.33333333,No Donor,train,8,0.005822416302765648,0.002911208151382824,41.25,0.7333333331999999,2.391304347826087,Yes_1,No_No_Yes_No_Yes,24+
1278,Yes,No,No,No,Yes,1,3,Yes,1,583,205,245,27,67,111.0,36.0,36.0,31,7,10.09090909,No Donor,train,3,0.005145797598627788,0.0017152658662092624,37.0,0.2803030302777778,1.6567164179104477,Yes_1,Yes_No_No_No_Yes,24+
1279,No,No,No,Yes,No,1,1,Yes,8,1373,264,321,21,21,60.0,35.0,35.0,31,6,30.0,No Donor,train,8,0.0007283321194464676,0.005826656955571741,60.0,0.8571428571428571,2.857142857142857,No_1,No_No_No_Yes_Yes,24+
1280,Yes,No,No,No,Yes,1,4,Yes,8,445,155,205,48,26,62.0,12.0,10.0,35,1,10.33333333,No Donor,dev,32,0.008988764044943821,0.017977528089887642,15.5,0.8611111108333334,2.3846153846153846,Yes_1,Yes_No_No_No_Yes,24+
1281,No,Yes,No,No,Yes,1,4,Yes,8,325,282,304,19,33,72.0,6.0,4.0,29,6,3.6,Donor,train,32,0.012307692307692308,0.024615384615384615,18.0,0.6,2.1818181818181817,Yes_1,No_Yes_No_No_Yes,24+
1282,Yes,No,No,No,Yes,1,5,Yes,8,928,458,492,7,23,41.0,16.0,15.0,31,3,13.66666667,Donor,train,40,0.005387931034482759,0.008620689655172414,8.2,0.854166666875,1.7826086956521738,Yes_1,Yes_No_No_No_Yes,24+
1283,No,No,No,Yes,Yes,1,4,No,8,934,406,390,7,27,27.0,10.0,7.0,30,9,6.75,Donor,train,32,0.004282655246252677,0.008565310492505354,6.75,0.675,1.0,Yes_1,No_No_No_Yes_No,24+
1284,No,No,No,Yes,Yes,1,6,Yes,8,1915,408,468,5,25,37.0,11.0,10.0,31,5,9.25,No Donor,train,48,0.003133159268929504,0.004177545691906005,6.166666666666667,0.8409090909090909,1.48,Yes_1,No_No_No_Yes_Yes,24+
1285,No,No,Yes,No,No,1,3,Yes,8,2471,771,897,0,22,20.0,15.0,15.0,36,9,10.0,No Donor,train,24,0.0012140833670578712,0.003237555645487657,6.666666666666667,0.6666666666666666,0.9090909090909091,No_1,No_No_Yes_No_Yes,24+
1286,No,No,Yes,No,Yes,1,4,No,7,978,351,396,15,50,72.0,21.0,21.0,36,5,18.0,No Donor,train,28,0.00408997955010225,0.007157464212678937,18.0,0.8571428571428571,1.44,Yes_1,No_No_Yes_No_No,24+
1287,No,No,Yes,No,Yes,1,5,Yes,8,347,252,326,21,58,127.0,40.0,9.0,34,13,9.071428571,Donor,dev,40,0.01440922190201729,0.023054755043227664,25.4,0.226785714275,2.189655172413793,Yes_1,No_No_Yes_No_Yes,24+
1288,No,Yes,No,No,Yes,1,5,Yes,8,942,453,472,5,52,77.0,20.0,15.0,33,9,12.83333333,Donor,train,40,0.005307855626326964,0.008492569002123142,15.4,0.6416666665,1.4807692307692308,Yes_1,No_Yes_No_No_Yes,24+
1289,No,No,Yes,No,Yes,1,4,Yes,8,1122,499,582,2,29,38.0,10.0,10.0,29,6,7.6,Donor,train,32,0.0035650623885918,0.0071301247771836,9.5,0.76,1.3103448275862069,Yes_1,No_No_Yes_No_Yes,24+
1290,No,No,Yes,No,Yes,1,4,Yes,7,713,479,473,2,47,78.0,10.0,6.0,29,8,7.090909091,Donor,train,28,0.005610098176718092,0.009817671809256662,19.5,0.7090909091,1.6595744680851063,Yes_1,No_No_Yes_No_Yes,24+
1291,No,Yes,No,No,Yes,1,3,Yes,7,724,399,443,2,59,180.0,19.0,10.0,28,8,7.826086957,Donor,train,21,0.004143646408839779,0.009668508287292817,60.0,0.4118993135263158,3.0508474576271185,Yes_1,No_Yes_No_No_Yes,24+
1292,No,No,No,Yes,Yes,1,6,Yes,8,1393,319,392,15,32,36.0,20.0,20.0,37,3,12.0,No Donor,train,48,0.004307250538406317,0.00574300071787509,6.0,0.6,1.125,Yes_1,No_No_No_Yes_Yes,24+
1293,No,Yes,No,No,Yes,1,1,No,7,586,318,334,11,100,236.0,18.0,10.0,31,17,11.8,Donor,train,7,0.0017064846416382253,0.011945392491467578,236.0,0.6555555555555556,2.36,Yes_1,No_Yes_No_No_No,24+
1294,No,Yes,No,No,Yes,1,4,Yes,5,466,356,375,8,75,159.0,25.0,5.0,28,13,4.076923077,No Donor,train,20,0.008583690987124463,0.01072961373390558,39.75,0.16307692308,2.12,Yes_1,No_Yes_No_No_Yes,24+
1295,No,Yes,No,No,Yes,1,2,No,8,1012,423,436,11,50,60.0,6.0,5.0,29,2,5.0,No Donor,dev,16,0.001976284584980237,0.007905138339920948,30.0,0.8333333333333334,1.2,Yes_1,No_Yes_No_No_No,24+
1296,No,No,No,Yes,Yes,1,2,Yes,8,1772,592,688,0,15,15.0,15.0,15.0,37,5,15.0,No Donor,train,16,0.001128668171557562,0.004514672686230248,7.5,1.0,1.0,Yes_1,No_No_No_Yes_Yes,24+
1297,No,Yes,No,No,No,1,5,Yes,8,748,348,397,6,21,100.0,100.0,100.0,37,5,100.0,No Donor,train,40,0.0066844919786096255,0.0106951871657754,20.0,1.0,4.761904761904762,No_1,No_Yes_No_No_Yes,24+
1298,No,Yes,No,No,Yes,1,7,No,8,838,298,334,19,28,35.0,15.0,15.0,31,11,11.66666667,Donor,train,56,0.008353221957040573,0.00954653937947494,5.0,0.777777778,1.25,Yes_1,No_Yes_No_No_No,24+
1299,No,No,No,Yes,Yes,1,4,Yes,4,1266,410,433,7,60,90.0,12.0,12.0,31,3,6.923076923,Donor,dev,16,0.00315955766192733,0.00315955766192733,22.5,0.5769230769166667,1.5,Yes_1,No_No_No_Yes_Yes,24+
1300,No,No,Yes,No,Yes,1,4,Yes,9,1074,600,640,1,62,125.0,20.0,15.0,31,7,12.5,No Donor,train,36,0.0037243947858473,0.008379888268156424,31.25,0.625,2.0161290322580645,Yes_1,No_No_Yes_No_Yes,24+
1301,Yes,No,No,No,Yes,1,6,No,8,1166,459,488,8,71,155.0,25.0,10.0,37,9,11.07142857,No Donor,dev,48,0.005145797598627788,0.00686106346483705,25.833333333333332,0.4428571428,2.183098591549296,Yes_1,Yes_No_No_No_No,24+
1302,Yes,No,No,No,Yes,1,4,No,7,836,414,410,9,69,295.0,26.0,15.0,28,5,19.66666667,Donor,train,28,0.004784688995215311,0.008373205741626795,73.75,0.7564102565384616,4.27536231884058,Yes_1,Yes_No_No_No_No,24+
1303,Yes,No,No,No,Yes,1,4,No,8,1127,398,473,7,61,102.0,20.0,10.0,32,8,12.75,No Donor,train,32,0.00354924578527063,0.00709849157054126,25.5,0.6375,1.6721311475409837,Yes_1,Yes_No_No_No_No,24+
1304,No,No,No,Yes,Yes,1,4,Yes,8,1663,358,405,16,14,20.0,20.0,20.0,36,5,20.0,Donor,train,32,0.0024052916416115455,0.004810583283223091,5.0,1.0,1.4285714285714286,Yes_1,No_No_No_Yes_Yes,24+
1305,No,Yes,No,No,Yes,1,5,Yes,8,599,551,540,2,56,172.0,20.0,20.0,30,5,13.23076923,Donor,train,40,0.008347245409015025,0.01335559265442404,34.4,0.6615384615,3.0714285714285716,Yes_1,No_Yes_No_No_Yes,24+
1306,No,Yes,No,No,No,1,3,Yes,2,655,314,360,18,84,235.0,25.0,10.0,30,3,5.340909091,Donor,train,6,0.004580152671755725,0.0030534351145038168,78.33333333333333,0.21363636364000002,2.7976190476190474,No_1,No_Yes_No_No_Yes,24+
1307,Yes,No,No,No,Yes,1,2,Yes,3,554,294,348,16,58,113.0,25.0,25.0,37,13,11.3,No Donor,dev,6,0.0036101083032490976,0.005415162454873646,56.5,0.452,1.9482758620689655,Yes_1,Yes_No_No_No_Yes,24+
1308,No,No,No,Yes,Yes,1,5,Yes,8,1525,468,601,11,35,45.0,5.0,5.0,28,3,5.0,No Donor,train,40,0.003278688524590164,0.005245901639344262,9.0,1.0,1.2857142857142858,Yes_1,No_No_No_Yes_Yes,24+
1309,No,No,No,Yes,Yes,1,4,No,9,1343,644,704,2,43,125.0,30.0,25.0,31,36,25.0,Donor,train,36,0.0029784065524944155,0.006701414743112435,31.25,0.8333333333333334,2.9069767441860463,Yes_1,No_No_No_Yes_No,24+
1310,No,No,Yes,No,No,1,2,Yes,8,1015,443,495,6,103,228.0,35.0,20.0,22,4,15.2,No Donor,train,16,0.0019704433497536944,0.007881773399014778,114.0,0.4342857142857143,2.2135922330097086,No_1,No_No_Yes_No_Yes,13-24
1311,No,No,Yes,No,Yes,2,4,Yes,8,676,393,426,6,48,63.0,6.0,6.0,30,3,3.15,No Donor,train,32,0.005917159763313609,0.011834319526627219,15.75,0.525,1.3125,Yes_2,No_No_Yes_No_Yes,24+
1312,No,No,No,Yes,Yes,1,7,Yes,9,2214,711,829,5,140,389.0,140.0,28.0,20,24,32.41666667,Donor,dev,63,0.0031616982836495033,0.0040650406504065045,55.57142857142857,0.23154761907142857,2.7785714285714285,Yes_1,No_No_No_Yes_Yes,13-24
1313,No,No,Yes,No,Yes,1,5,No,9,1366,754,724,5,69,105.0,10.0,5.0,30,18,6.5625,Donor,dev,45,0.0036603221083455345,0.006588579795021962,21.0,0.65625,1.5217391304347827,Yes_1,No_No_Yes_No_No,24+
1314,No,No,No,Yes,Yes,1,4,No,8,1341,192,274,39,32,75.0,20.0,20.0,35,6,18.75,No Donor,train,32,0.002982848620432513,0.005965697240865026,18.75,0.9375,2.34375,Yes_1,No_No_No_Yes_No,24+
1315,No,No,Yes,No,Yes,1,7,Yes,8,1431,699,784,0,34,62.0,16.0,10.0,34,6,12.4,No Donor,train,56,0.004891684136967156,0.005590496156533892,8.857142857142858,0.775,1.8235294117647058,Yes_1,No_No_Yes_No_Yes,24+
1316,Yes,No,No,No,Yes,1,5,No,2,562,186,245,42,53,108.0,6.0,5.0,35,3,4.909090909,Donor,dev,10,0.008896797153024912,0.0035587188612099642,21.6,0.8181818181666666,2.0377358490566038,Yes_1,Yes_No_No_No_No,24+
1317,Yes,No,No,No,No,1,2,No,8,423,252,281,34,34,76.0,12.0,10.0,29,6,6.333333333,Donor,dev,16,0.004728132387706856,0.018912529550827423,38.0,0.52777777775,2.235294117647059,No_1,Yes_No_No_No_No,24+
1318,Yes,No,No,No,Yes,1,5,No,8,1682,693,772,0,18,25.0,25.0,25.0,37,5,25.0,Donor,train,40,0.002972651605231867,0.0047562425683709865,5.0,1.0,1.3888888888888888,Yes_1,Yes_No_No_No_No,24+
1319,No,No,Yes,No,Yes,4,5,Yes,8,470,341,390,16,43,44.0,10.0,10.0,31,9,6.285714286,Donor,train,40,0.010638297872340425,0.01702127659574468,8.8,0.6285714286,1.0232558139534884,Yes_4,No_No_Yes_No_Yes,24+
1320,No,No,Yes,No,Yes,1,6,Yes,8,693,479,486,3,35,41.0,6.0,6.0,33,4,5.125,Donor,train,48,0.008658008658008658,0.011544011544011544,6.833333333333333,0.8541666666666666,1.1714285714285715,Yes_1,No_No_Yes_No_Yes,24+
1321,Yes,No,No,No,Yes,1,2,No,8,1077,516,655,6,41,38.5,10.0,5.0,28,3,4.277777778,Donor,dev,16,0.0018570102135561746,0.007428040854224698,19.25,0.4277777778,0.9390243902439024,Yes_1,Yes_No_No_No_No,24+
1322,No,Yes,No,No,Yes,1,4,Yes,8,494,397,388,9,58,117.0,20.0,20.0,31,7,11.7,Donor,train,32,0.008097165991902834,0.016194331983805668,29.25,0.585,2.0172413793103448,Yes_1,No_Yes_No_No_Yes,24+
1323,No,No,No,Yes,Yes,2,5,Yes,8,1158,365,429,12,38,70.0,10.0,10.0,30,6,8.75,No Donor,train,40,0.004317789291882556,0.0069084628670120895,14.0,0.875,1.8421052631578947,Yes_2,No_No_No_Yes_Yes,24+
1324,No,Yes,No,No,Yes,1,6,Yes,2,594,354,381,11,58,73.0,5.0,5.0,34,1,2.35483871,No Donor,train,12,0.010101010101010102,0.003367003367003367,12.166666666666666,0.470967742,1.2586206896551724,Yes_1,No_Yes_No_No_Yes,24+
1325,No,No,Yes,No,Yes,1,4,No,8,510,256,311,25,35,52.0,10.0,10.0,30,3,8.666666667,Donor,train,32,0.00784313725490196,0.01568627450980392,13.0,0.8666666666999999,1.4857142857142858,Yes_1,No_No_Yes_No_No,24+
1326,No,Yes,No,No,Yes,1,3,Yes,3,441,322,365,25,60,110.0,15.0,13.0,36,7,10.0,Donor,train,9,0.006802721088435374,0.006802721088435374,36.666666666666664,0.6666666666666666,1.8333333333333333,Yes_1,No_Yes_No_No_Yes,24+
1327,No,No,Yes,No,Yes,3,2,Yes,8,436,198,196,30,27,54.0,10.0,8.0,31,1,7.714285714,No Donor,dev,16,0.0045871559633027525,0.01834862385321101,27.0,0.7714285714,2.0,Yes_3,No_No_Yes_No_Yes,24+
1328,No,No,No,Yes,No,1,5,No,8,1269,445,502,3,28,47.0,11.0,10.0,29,9,7.833333333,No Donor,train,40,0.003940110323089046,0.006304176516942475,9.4,0.7121212120909091,1.6785714285714286,No_1,No_No_No_Yes_No,24+
1329,Yes,No,No,No,Yes,1,5,Yes,8,821,422,464,7,62,97.0,11.0,7.0,29,4,6.466666667,Donor,train,40,0.0060901339829476245,0.0097442143727162,19.4,0.5878787879090909,1.564516129032258,Yes_1,Yes_No_No_No_Yes,24+
1330,No,No,No,Yes,No,1,1,No,8,553,219,262,30,56,67.0,12.0,12.0,31,5,7.444444444,Donor,train,8,0.0018083182640144665,0.014466546112115732,67.0,0.6203703703333333,1.1964285714285714,No_1,No_No_No_Yes_No,24+
1331,No,No,Yes,No,No,1,5,Yes,8,2109,540,896,0,34,65.0,13.0,10.0,29,8,8.125,Donor,train,40,0.002370791844476055,0.003793266951161688,13.0,0.625,1.911764705882353,No_1,No_No_Yes_No_Yes,24+
1332,No,No,Yes,No,No,1,2,Yes,1,232,252,278,28,69,144.0,8.0,6.0,29,4,4.965517241,Donor,dev,2,0.008620689655172414,0.004310344827586207,72.0,0.620689655125,2.0869565217391304,No_1,No_No_Yes_No_Yes,24+
1333,No,No,No,Yes,Yes,3,3,No,8,638,467,511,6,26,32.0,12.0,12.0,28,11,8.0,No Donor,train,24,0.004702194357366771,0.012539184952978056,10.666666666666666,0.6666666666666666,1.2307692307692308,Yes_3,No_No_No_Yes_No,24+
1334,No,No,Yes,No,No,1,2,No,8,479,212,259,18,28,28.0,10.0,6.0,30,4,5.6,No Donor,dev,16,0.0041753653444676405,0.016701461377870562,14.0,0.5599999999999999,1.0,No_1,No_No_Yes_No_No,24+
