,zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target,type
1452,No,No,No,Yes,Yes,1,5,Yes,8,592,354,369,16,66,78.0,6.0,6.0,32,5,3.545454546,No Donor,train
1453,No,No,Yes,No,Yes,1,4,Yes,8,883,446,480,11,67,99.0,20.0,20.0,34,13,9.9,No Donor,train
1454,No,No,No,Yes,Yes,1,6,Yes,8,712,304,291,29,68,150.0,13.0,8.0,17,2,7.5,Donor,train
1455,No,No,No,Yes,Yes,1,2,Yes,8,1772,418,492,3,30,30.0,15.0,15.0,36,10,10.0,Donor,dev
1456,Yes,No,No,No,No,1,3,No,8,1452,315,387,12,21,50.0,50.0,50.0,37,5,50.0,No Donor,train
1457,No,No,No,Yes,Yes,1,1,Yes,0,998,273,354,19,72,90.0,10.0,5.0,31,12,6.0,Donor,train
1458,No,No,No,Yes,Yes,1,4,Yes,8,1084,352,430,6,55,104.0,11.0,5.0,28,3,6.117647059,Donor,train
1459,No,No,No,Yes,Yes,1,5,Yes,9,1122,584,633,7,79,505.0,75.0,40.0,32,12,42.08333333,Donor,train
1460,No,No,No,Yes,Yes,1,1,Yes,8,1070,247,313,10,89,101.0,7.0,5.0,22,2,5.05,Donor,dev
1461,No,No,No,Yes,No,1,2,No,0,900,240,326,17,48,250.0,25.0,20.0,37,3,19.23076923,Donor,dev
1462,No,No,No,Yes,Yes,1,4,Yes,8,689,317,332,11,64,76.0,15.0,12.0,32,12,6.333333333,No Donor,dev
1463,No,No,No,Yes,No,1,4,Yes,8,483,217,270,28,28,38.0,12.0,12.0,34,7,9.5,No Donor,train
1464,Yes,No,No,No,Yes,1,4,No,6,615,305,310,23,45,61.0,10.0,10.0,29,8,7.625,No Donor,dev
1465,No,No,No,Yes,Yes,1,7,Yes,8,2527,578,630,0,56,210.0,50.0,18.0,29,0,21.0,No Donor,dev
1466,No,No,Yes,No,No,1,4,No,8,5432,1068,996,0,35,103.0,16.0,15.0,30,4,10.3,No Donor,dev
1467,No,No,No,Yes,Yes,1,7,No,8,3416,287,400,17,16,15.0,15.0,15.0,37,5,15.0,No Donor,train
1468,No,No,Yes,No,Yes,1,4,Yes,3,433,295,303,25,46,48.0,17.0,17.0,28,24,12.0,Donor,train
1469,No,No,No,Yes,No,1,2,Yes,8,506,319,355,11,24,40.0,20.0,10.0,35,5,13.33333333,No Donor,train
1470,No,No,Yes,No,Yes,1,5,Yes,3,511,297,330,22,43,161.0,31.0,28.0,31,2,17.88888889,Donor,train
1471,No,Yes,No,No,No,1,1,No,8,1375,171,221,41,53,56.0,14.0,14.0,29,5,7.0,Donor,train
1472,No,Yes,No,No,Yes,1,1,Yes,8,404,293,314,15,30,60.0,10.0,10.0,28,5,10.0,No Donor,train
1473,No,No,No,Yes,Yes,1,3,Yes,8,952,207,282,36,28,37.0,15.0,15.0,36,10,12.33333333,No Donor,train
1474,No,No,No,Yes,Yes,1,5,Yes,2,1348,280,356,20,64,143.0,16.0,15.0,28,13,8.411764706,Donor,train
1475,No,No,No,Yes,Yes,1,4,Yes,8,4822,943,942,2,50,59.0,10.0,3.0,28,12,6.555555556,No Donor,train
1476,Yes,No,No,No,Yes,1,4,No,8,878,280,333,15,56,75.0,5.0,5.0,28,3,5.0,No Donor,train
1477,No,Yes,No,No,No,1,1,Yes,5,1058,264,329,20,74,185.0,12.0,12.0,31,6,8.043478261,Donor,train
1478,No,No,Yes,No,No,1,6,Yes,2,792,294,285,24,134,265.0,6.0,5.0,18,2,4.416666667,Donor,train
1479,No,No,Yes,No,No,1,1,No,8,304,197,259,37,24,44.0,11.0,10.0,29,3,8.8,No Donor,dev
1480,No,No,No,Yes,Yes,1,6,No,8,5625,1053,1023,2,79,257.0,12.0,6.0,31,8,6.58974359,No Donor,train
1481,No,Yes,No,No,Yes,1,4,Yes,3,303,294,338,17,51,181.0,25.0,10.0,18,6,12.92857143,Donor,train
1482,No,No,No,Yes,Yes,1,5,Yes,8,937,298,313,14,30,45.0,10.0,5.0,29,3,6.428571429,Donor,train
1483,No,No,No,Yes,Yes,1,5,Yes,0,771,278,319,20,64,143.0,5.0,3.0,32,7,3.404761905,No Donor,train
1484,No,Yes,No,No,No,1,5,Yes,8,450,301,329,17,21,35.0,20.0,20.0,32,5,17.5,No Donor,train
1485,No,Yes,No,No,Yes,1,5,Yes,8,726,515,539,7,63,159.0,15.0,15.0,30,3,9.9375,Donor,train
1486,Yes,No,No,No,Yes,1,2,Yes,8,569,332,386,15,74,155.0,10.0,8.0,31,2,5.166666667,No Donor,train
1487,No,No,Yes,No,Yes,1,2,Yes,6,1011,426,455,11,147,464.0,14.0,7.0,30,4,8.285714286,Donor,train
1488,No,No,Yes,No,No,1,7,Yes,8,437,325,338,14,25,36.0,16.0,10.0,35,5,12.0,No Donor,train
1489,No,No,Yes,No,No,1,2,Yes,0,377,173,245,42,72,111.0,10.0,5.0,37,3,5.55,No Donor,train
1490,No,Yes,No,No,Yes,1,4,No,7,511,404,464,2,57,131.0,25.0,25.0,31,7,14.55555556,No Donor,train
1491,No,No,No,Yes,Yes,1,5,No,8,2284,462,537,10,23,26.0,16.0,16.0,37,4,13.0,No Donor,train
1492,No,No,No,Yes,Yes,1,6,No,8,1616,535,591,2,22,57.0,32.0,32.0,32,2,19.0,No Donor,train
1493,No,No,No,Yes,No,1,5,No,7,2387,516,514,15,55,175.0,25.0,20.0,37,7,21.875,Donor,train
1494,No,No,No,Yes,No,1,3,Yes,6,644,331,364,17,103,173.0,8.0,5.0,17,2,5.088235294,Donor,train
1495,No,No,No,Yes,Yes,1,4,Yes,8,1875,690,773,1,67,101.0,9.0,5.0,31,12,6.733333333,Donor,dev
1496,Yes,No,No,No,Yes,1,3,Yes,1,505,218,250,23,81,194.0,12.0,10.0,28,3,7.76,No Donor,dev
1497,No,No,No,Yes,Yes,1,6,No,8,5945,1500,1228,2,23,45.0,25.0,25.0,33,4,22.5,Donor,dev
1498,No,No,No,Yes,No,2,5,Yes,8,828,358,376,13,32,30.0,10.0,5.0,29,7,4.285714286,Donor,train
1499,No,No,Yes,No,Yes,1,5,Yes,8,735,368,406,10,27,31.0,15.0,15.0,29,10,10.33333333,No Donor,train
1500,No,No,No,Yes,Yes,1,5,No,8,1209,490,564,9,15,20.0,20.0,20.0,37,5,20.0,Donor,train
1501,No,No,No,Yes,No,1,5,Yes,9,3388,871,913,0,44,125.0,40.0,40.0,31,2,20.83333333,Donor,train
1502,No,No,Yes,No,Yes,1,6,No,8,600,277,307,27,21,34.0,12.0,12.0,30,5,11.33333333,Donor,train
1503,No,No,Yes,No,Yes,1,2,Yes,8,666,315,383,17,23,28.0,10.0,10.0,31,2,7.0,Donor,train
1504,No,No,No,Yes,Yes,1,7,Yes,8,1071,453,478,9,33,46.0,20.0,20.0,36,9,15.33333333,Donor,dev
1505,No,Yes,No,No,Yes,1,2,Yes,8,588,271,335,15,23,25.0,15.0,5.0,32,8,8.333333333,Donor,dev
1506,No,No,No,Yes,No,1,2,Yes,4,761,485,511,2,51,93.0,12.0,11.0,32,1,9.3,Donor,train
1507,No,No,No,Yes,Yes,1,4,Yes,8,1342,566,606,2,57,77.0,15.0,15.0,37,5,8.555555556,Donor,dev
1508,No,Yes,No,No,Yes,1,4,Yes,5,520,373,378,3,55,87.0,5.0,5.0,31,5,3.222222222,Donor,train
1509,No,No,Yes,No,Yes,1,4,No,2,748,298,409,33,70,101.0,18.0,14.0,31,4,11.22222222,Donor,train
1510,No,No,Yes,No,Yes,1,4,Yes,7,568,416,470,15,48,52.0,15.0,15.0,34,13,10.4,Donor,train
1511,Yes,No,No,No,Yes,1,4,Yes,8,517,246,232,34,43,79.0,14.0,14.0,31,12,9.875,Donor,dev
1512,No,No,Yes,No,No,1,1,Yes,8,341,245,296,25,51,67.0,15.0,15.0,34,8,8.375,No Donor,train
1513,No,No,No,Yes,Yes,1,2,Yes,8,957,176,241,45,19,40.0,9.0,7.0,28,4,6.666666667,Donor,train
1514,No,No,No,Yes,Yes,1,5,Yes,8,1691,511,645,6,33,54.0,12.0,6.0,30,7,9.0,Donor,train
1515,No,Yes,No,No,Yes,1,7,Yes,8,1204,542,554,9,31,64.0,15.0,14.0,32,8,12.8,No Donor,dev
1516,Yes,No,No,No,Yes,1,3,No,8,610,336,381,6,36,46.0,12.0,11.0,30,16,7.666666667,No Donor,train
1517,No,Yes,No,No,Yes,1,4,Yes,8,314,250,279,18,54,54.0,6.0,6.0,28,12,3.857142857,Donor,train
1518,No,No,Yes,No,No,1,3,No,8,732,257,325,30,58,87.0,7.0,6.0,29,10,5.8,No Donor,train
1519,No,Yes,No,No,Yes,2,7,No,8,1842,663,758,3,31,115.0,25.0,25.0,28,3,23.0,Donor,train
1520,Yes,No,No,No,No,1,5,Yes,9,860,374,417,20,64,155.0,20.0,20.0,28,4,8.157894737,Donor,train
1521,No,No,No,Yes,Yes,1,7,No,8,4331,971,948,2,34,50.0,20.0,20.0,37,6,16.66666667,No Donor,dev
1522,Yes,No,No,No,Yes,1,7,Yes,6,877,396,507,17,76,238.0,15.0,15.0,37,13,10.81818182,Donor,dev
1523,Yes,No,No,No,Yes,3,5,Yes,8,687,393,459,9,29,36.0,7.0,3.0,17,4,5.142857143,Donor,train
1524,Yes,No,No,No,No,1,6,No,9,812,445,467,0,66,219.0,10.0,10.0,35,11,9.125,Donor,train
1525,Yes,No,No,No,Yes,1,4,No,8,746,368,399,14,57,70.0,5.0,5.0,31,3,5.0,No Donor,train
1526,Yes,No,No,No,Yes,1,2,No,7,789,295,398,18,48,127.0,60.0,42.0,37,6,31.75,Donor,train
1527,No,No,No,Yes,Yes,1,5,Yes,8,2366,468,542,6,55,82.0,12.0,10.0,17,7,10.25,No Donor,train
1528,No,No,Yes,No,Yes,1,4,No,8,869,541,602,0,69,114.0,7.0,6.0,35,9,5.181818182,Donor,train
1529,No,Yes,No,No,Yes,1,5,Yes,6,928,399,433,8,97,372.0,20.0,12.0,29,4,10.33333333,Donor,train
1530,Yes,No,No,No,Yes,1,3,No,8,774,386,423,12,26,35.0,7.0,7.0,31,1,5.833333333,No Donor,train
1531,No,Yes,No,No,Yes,1,2,No,1,229,236,272,26,44,99.0,14.0,10.0,32,8,9.9,No Donor,train
1532,No,No,No,Yes,Yes,1,4,Yes,8,2463,584,617,11,30,60.0,9.0,6.0,30,1,6.666666667,Donor,dev
1533,No,No,No,Yes,Yes,1,3,No,8,1156,322,386,15,18,25.0,25.0,25.0,37,5,25.0,Donor,train
1534,Yes,No,No,No,Yes,1,5,Yes,9,1903,864,876,5,78,249.0,30.0,15.0,34,4,14.64705882,No Donor,train
1535,No,No,No,Yes,Yes,1,1,Yes,0,875,268,350,18,66,104.0,15.0,15.0,29,11,11.55555556,Donor,train
1536,Yes,No,No,No,No,1,7,No,8,704,326,367,14,27,50.0,10.0,10.0,32,6,7.142857143,No Donor,train
1537,Yes,No,No,No,Yes,1,4,Yes,7,1489,503,679,10,75,95.5,5.0,5.0,31,7,3.080645161,No Donor,train
1538,No,Yes,No,No,Yes,1,4,Yes,5,484,314,347,13,51,140.0,12.0,7.0,32,10,8.235294118,Donor,dev
1539,No,No,No,Yes,Yes,1,4,Yes,1,1166,358,406,18,41,45.0,5.0,5.0,29,1,5.0,No Donor,train
1540,No,Yes,No,No,Yes,1,4,Yes,6,633,407,406,7,66,128.0,10.0,10.0,37,4,6.4,No Donor,train
1541,Yes,No,No,No,Yes,1,4,No,8,706,429,426,6,24,45.0,15.0,15.0,31,3,15.0,No Donor,dev
1542,No,Yes,No,No,No,1,5,Yes,3,614,333,384,15,30,33.0,12.0,12.0,30,3,3.666666667,No Donor,train
1543,Yes,No,No,No,Yes,1,5,Yes,8,527,250,303,28,21,20.0,15.0,15.0,37,4,10.0,No Donor,train
1544,No,No,No,Yes,Yes,3,3,No,6,514,329,328,14,58,155.0,50.0,50.0,37,12,12.91666667,No Donor,dev
1545,No,No,Yes,No,Yes,1,5,No,8,1518,585,572,0,25,65.0,20.0,20.0,30,4,13.0,Donor,dev
1546,No,Yes,No,No,Yes,1,4,No,3,502,324,376,14,83,310.0,13.0,10.0,31,1,7.56097561,No Donor,train
1547,No,No,No,Yes,Yes,1,6,No,8,3877,669,729,0,53,83.0,20.0,20.0,37,3,11.85714286,Donor,train
1548,No,No,No,Yes,Yes,3,7,Yes,2,897,285,334,16,57,162.0,20.0,20.0,29,15,14.72727273,No Donor,train
1549,Yes,No,No,No,Yes,1,7,Yes,9,963,505,511,4,60,87.0,10.0,10.0,35,11,7.25,Donor,train
1550,No,No,No,Yes,Yes,1,6,Yes,8,3233,658,754,3,36,45.0,15.0,15.0,24,3,15.0,Donor,dev
1551,Yes,No,No,No,Yes,1,5,Yes,7,888,363,383,18,78,183.0,10.0,10.0,28,9,7.038461539,Donor,train
1552,Yes,No,No,No,Yes,1,2,No,3,979,304,335,8,84,261.0,15.0,3.0,29,4,4.278688525,Donor,train
1553,No,No,No,Yes,Yes,1,4,Yes,4,2577,399,447,9,81,177.0,12.0,12.0,30,3,8.045454546,Donor,train
1554,Yes,No,No,No,Yes,1,4,Yes,8,0,0,0,0,46,66.0,20.0,10.0,28,3,6.0,Donor,train
1555,Yes,No,No,No,Yes,1,4,No,8,965,375,429,18,23,22.0,10.0,10.0,30,3,7.333333333,No Donor,train
1556,Yes,No,No,No,Yes,1,5,Yes,7,477,319,364,0,69,89.0,10.0,10.0,35,7,5.235294118,Donor,train
1557,Yes,No,No,No,Yes,1,4,No,5,934,376,452,10,66,174.0,25.0,25.0,17,23,15.81818182,No Donor,train
1558,No,No,No,Yes,Yes,1,4,Yes,8,1663,347,399,15,41,103.0,10.0,8.0,32,5,7.923076923,Donor,train
1559,No,Yes,No,No,Yes,1,2,Yes,8,822,383,442,5,44,46.0,10.0,5.0,31,8,5.75,Donor,train
1560,No,No,No,Yes,Yes,1,4,No,8,1140,401,413,27,62,77.0,7.0,5.0,30,8,5.133333333,Donor,train
1561,No,No,No,Yes,Yes,1,4,Yes,5,2001,412,450,12,107,314.0,20.0,20.0,17,15,13.65217391,Donor,train
1562,No,No,No,Yes,Yes,1,5,No,6,630,301,325,18,68,105.0,8.0,6.0,32,0,5.52631579,No Donor,dev
1563,No,Yes,No,No,No,1,2,No,8,615,341,362,9,54,103.0,20.0,6.0,31,0,8.583333333,Donor,train
1564,No,No,No,Yes,No,1,2,Yes,8,669,303,328,19,26,33.0,11.0,10.0,29,4,8.25,No Donor,train
1565,No,No,No,Yes,Yes,1,4,Yes,8,4174,661,717,0,28,51.0,10.0,10.0,28,5,7.285714286,No Donor,train
1566,Yes,No,No,No,No,1,3,Yes,8,530,230,365,28,68,165.0,10.0,10.0,37,11,9.705882353,Donor,train
1567,No,No,Yes,No,No,1,2,No,8,1684,507,551,4,24,33.0,20.0,20.0,37,8,16.5,Donor,train
1568,Yes,No,No,No,Yes,1,3,No,5,490,288,307,16,46,104.0,10.0,5.0,29,5,6.5,Donor,train
1569,No,No,No,Yes,Yes,1,5,No,3,884,268,380,30,74,168.0,18.0,18.0,36,3,12.92307692,No Donor,train
1570,Yes,No,No,No,Yes,1,4,Yes,8,744,304,355,18,26,26.0,10.0,6.0,28,5,6.5,Donor,train
1571,No,Yes,No,No,No,1,2,Yes,8,420,262,280,27,20,34.0,12.0,12.0,30,5,11.33333333,No Donor,train
1572,No,Yes,No,No,Yes,1,3,Yes,9,2923,1167,1096,1,71,159.0,13.0,5.0,28,3,6.625,No Donor,dev
1573,No,Yes,No,No,No,1,2,No,4,606,330,402,12,39,41.0,20.0,20.0,31,9,10.25,No Donor,train
1574,No,No,No,Yes,Yes,1,4,No,8,4142,731,774,5,54,75.0,23.0,20.0,34,11,18.75,Donor,dev
1575,No,No,No,Yes,Yes,1,5,No,8,1534,413,457,6,20,46.0,16.0,16.0,29,5,15.33333333,Donor,train
1576,No,Yes,No,No,Yes,1,2,Yes,7,433,318,309,9,74,180.0,25.0,10.0,37,10,11.25,Donor,dev
1577,No,No,No,Yes,Yes,1,4,Yes,8,5369,839,878,3,30,45.0,15.0,14.0,30,3,11.25,No Donor,train
1578,No,No,No,No,Yes,1,4,No,1,1273,380,426,10,44,104.0,11.0,11.0,29,10,8.666666667,No Donor,dev
1579,No,No,No,Yes,Yes,1,6,Yes,8,3437,632,668,6,87,273.0,15.0,15.0,31,2,8.272727273,No Donor,train
1580,No,No,Yes,No,Yes,1,4,Yes,7,776,347,411,18,157,946.0,27.0,19.0,17,5,10.62921348,Donor,train
1581,No,No,Yes,No,No,1,1,No,8,681,292,302,19,31,39.0,5.0,3.0,30,3,3.545454546,Donor,train
1582,No,No,No,Yes,Yes,1,6,Yes,9,2484,662,675,0,48,76.0,20.0,20.0,36,2,9.5,No Donor,train
1583,No,No,No,Yes,Yes,1,1,No,8,1491,302,368,15,21,25.0,20.0,20.0,31,11,12.5,No Donor,train
1584,No,No,Yes,No,Yes,1,7,Yes,7,901,482,505,4,72,196.0,20.0,20.0,32,13,15.07692308,Donor,train
1585,No,No,No,Yes,Yes,1,2,Yes,5,2327,393,476,23,57,54.0,5.0,5.0,30,38,2.842105263,No Donor,train
1586,No,Yes,No,No,Yes,1,1,No,1,414,218,258,18,46,143.0,20.0,20.0,34,6,14.3,No Donor,train
1587,No,Yes,No,No,Yes,1,4,Yes,7,723,393,442,12,49,99.0,10.0,10.0,31,24,8.25,No Donor,train
1588,Yes,No,No,No,Yes,1,3,Yes,2,433,262,307,21,56,99.0,11.0,7.0,37,7,5.823529412,No Donor,train
1589,Yes,No,No,No,Yes,1,4,Yes,9,1743,649,831,0,38,40.0,15.0,15.0,37,12,10.0,Donor,train
1590,No,Yes,No,No,Yes,4,4,Yes,8,425,293,308,22,34,37.0,5.0,4.0,28,4,3.7,Donor,train
1591,No,No,No,Yes,Yes,1,4,No,8,2010,503,507,7,21,55.0,55.0,55.0,36,5,55.0,No Donor,train
1592,No,No,Yes,No,Yes,1,4,Yes,0,730,303,365,22,47,84.0,18.0,18.0,35,2,9.333333333,No Donor,train
1593,No,No,No,Yes,No,1,5,Yes,7,1099,312,396,11,72,158.0,11.0,5.0,18,14,7.9,Donor,train
1594,Yes,No,No,No,No,1,1,No,9,1516,597,668,4,61,128.0,40.0,40.0,29,14,21.33333333,No Donor,dev
1595,No,No,No,Yes,Yes,1,3,No,8,997,369,406,11,48,67.0,12.0,12.0,31,3,6.7,No Donor,dev
1596,No,No,Yes,No,Yes,1,4,Yes,8,367,207,232,24,16,15.0,15.0,15.0,37,5,15.0,Donor,train
1597,No,No,No,Yes,Yes,1,4,No,3,2502,339,377,17,77,179.0,14.0,12.0,37,8,9.421052632,No Donor,dev
1598,No,No,Yes,No,Yes,1,4,Yes,9,1144,550,584,5,53,92.0,20.0,20.0,37,10,15.33333333,Donor,train
1599,Yes,No,No,No,Yes,1,2,No,8,1499,479,577,13,67,216.0,31.0,31.0,31,5,18.0,Donor,train
1600,Yes,No,No,No,Yes,1,4,No,8,700,483,371,11,23,100.0,50.0,50.0,37,4,50.0,No Donor,train
1601,No,Yes,No,No,Yes,1,4,No,8,490,324,353,17,25,27.0,6.0,4.0,28,5,4.5,Donor,train
1602,No,No,Yes,No,Yes,1,7,No,8,1205,367,410,9,35,44.0,10.0,10.0,32,4,7.333333333,No Donor,train
1603,No,Yes,No,No,Yes,1,5,No,1,444,209,255,28,61,130.0,15.0,13.0,36,7,10.83333333,Donor,train
1604,No,Yes,No,No,No,1,7,No,7,994,366,325,10,69,224.0,15.0,13.0,37,4,10.66666667,Donor,train
1605,No,No,No,Yes,Yes,2,3,Yes,8,566,344,368,9,34,51.0,20.0,8.0,37,8,10.2,No Donor,train
1606,No,No,No,Yes,Yes,1,4,Yes,1,1507,253,329,25,56,72.0,20.0,19.0,18,10,12.0,Donor,train
1607,No,Yes,No,No,Yes,1,4,No,8,547,386,432,7,20,23.0,11.0,11.0,30,6,7.666666667,No Donor,train
1608,No,No,No,Yes,Yes,1,5,Yes,2,2836,304,447,23,78,241.0,10.0,5.0,31,4,5.127659575,Donor,train
1609,No,No,No,Yes,Yes,1,4,No,8,751,431,512,10,48,70.0,14.0,5.0,29,25,8.75,Donor,train
1610,No,No,No,Yes,Yes,1,4,Yes,8,2636,409,533,9,51,69.0,15.0,15.0,37,2,9.857142857,Donor,train
1611,Yes,No,No,No,Yes,2,2,Yes,8,695,374,434,3,22,29.0,15.0,15.0,30,6,9.666666667,Donor,train
1612,No,No,No,Yes,Yes,1,4,Yes,1,751,224,295,27,61,126.0,8.0,3.0,19,9,4.2,Donor,train
1613,No,Yes,No,No,Yes,1,4,No,4,1272,348,508,13,59,84.0,6.0,6.0,30,18,4.2,No Donor,dev
1614,No,No,No,Yes,Yes,1,4,Yes,8,621,268,302,24,95,239.0,25.0,20.0,20,6,10.86363636,No Donor,train
1615,Yes,No,No,No,Yes,1,3,Yes,0,350,195,227,41,59,86.0,11.0,11.0,29,6,7.818181818,Donor,train
1616,No,No,No,Yes,No,1,2,No,8,632,220,241,29,15,20.0,20.0,20.0,37,5,20.0,No Donor,train
1617,No,Yes,No,No,Yes,1,2,Yes,1,485,230,272,30,57,195.0,19.0,11.0,36,4,13.0,Donor,train
1618,No,Yes,No,No,Yes,1,5,No,9,1228,497,583,2,70,160.0,30.0,30.0,31,23,16.0,No Donor,dev
1619,No,Yes,No,No,Yes,2,3,Yes,8,392,129,189,56,23,65.0,25.0,25.0,28,9,21.66666667,No Donor,train
1620,No,No,No,Yes,Yes,1,4,No,8,973,502,496,5,52,53.0,12.0,12.0,29,8,4.416666667,Donor,train
1621,No,No,No,Yes,Yes,3,6,No,6,2932,612,656,1,38,73.0,17.0,15.0,35,4,14.6,No Donor,train
1622,No,Yes,No,No,Yes,1,4,No,7,796,235,302,37,69,120.0,5.0,5.0,32,1,2.666666667,No Donor,train
1623,Yes,No,No,No,Yes,1,3,Yes,9,685,456,484,0,44,75.0,20.0,20.0,37,10,15.0,Donor,train
1624,No,No,No,Yes,Yes,1,7,Yes,8,1345,514,525,6,27,60.0,20.0,20.0,31,9,20.0,No Donor,dev
1625,No,No,Yes,No,Yes,1,6,Yes,8,824,471,516,0,16,20.0,20.0,20.0,37,5,20.0,No Donor,train
1626,No,No,No,Yes,Yes,1,5,Yes,3,795,357,391,11,117,521.0,20.0,7.0,18,6,10.21568628,No Donor,train
1627,No,No,No,Yes,Yes,1,7,No,8,2203,561,569,2,24,35.0,20.0,20.0,33,1,11.66666667,No Donor,dev
1628,No,No,Yes,No,No,1,3,Yes,6,744,291,348,23,69,150.0,10.0,9.0,34,10,7.894736842,Donor,train
1629,No,No,No,Yes,Yes,1,5,No,8,3258,508,544,3,16,20.0,20.0,20.0,37,5,20.0,No Donor,train
1630,No,No,No,Yes,Yes,1,5,Yes,9,516,346,333,16,76,233.0,12.0,10.0,37,5,8.034482759,No Donor,dev
1631,No,No,Yes,No,Yes,1,4,No,0,400,182,242,42,59,131.0,11.0,9.0,33,7,8.1875,No Donor,train
1632,No,Yes,No,No,Yes,1,2,No,4,526,184,246,39,51,71.0,7.0,7.0,19,5,5.916666667,Donor,train
1633,No,Yes,No,No,Yes,1,2,No,4,702,324,357,11,52,70.0,10.0,10.0,33,3,6.363636364,Donor,train
1634,No,No,No,Yes,Yes,2,5,No,8,435,227,241,37,21,30.0,20.0,20.0,32,5,15.0,Donor,train
1635,No,Yes,No,No,Yes,1,6,No,5,783,366,433,10,66,156.0,21.0,10.0,31,4,12.0,No Donor,dev
1636,No,No,No,Yes,Yes,1,2,Yes,8,868,382,435,8,66,109.0,20.0,15.0,30,8,8.384615385,No Donor,train
1637,No,No,No,Yes,No,1,5,No,8,1061,505,525,0,21,36.0,10.0,8.0,29,2,7.2,Donor,dev
1638,No,No,Yes,No,Yes,1,4,Yes,8,1299,578,615,8,30,35.0,5.0,3.0,29,1,3.181818182,No Donor,dev
1639,Yes,No,No,No,Yes,1,4,No,8,1237,540,577,6,48,144.0,12.0,12.0,29,4,9.0,No Donor,train
1640,Yes,No,No,No,Yes,1,4,No,6,835,389,425,15,61,125.0,25.0,20.0,37,25,17.85714286,No Donor,train
1641,No,No,Yes,No,No,1,5,Yes,8,1233,620,678,0,31,33.0,20.0,20.0,35,9,11.0,No Donor,train
1642,No,No,Yes,No,Yes,1,4,Yes,5,813,386,423,3,72,623.0,27.0,27.0,31,3,17.8,Donor,train
1643,No,No,No,Yes,No,1,5,No,2,1071,327,380,8,50,173.0,25.0,10.0,31,4,13.30769231,Donor,train
1644,Yes,No,No,No,Yes,1,4,Yes,8,409,244,285,25,43,90.0,25.0,25.0,26,4,22.5,No Donor,train
1645,Yes,No,No,No,Yes,1,4,Yes,8,917,295,378,19,27,29.0,5.0,5.0,29,15,4.142857143,Donor,train
1646,No,No,No,Yes,No,1,2,Yes,8,1519,359,408,18,26,38.0,10.0,8.0,28,1,6.333333333,Donor,dev
1647,No,Yes,No,No,Yes,1,4,Yes,8,802,457,492,4,48,72.0,12.0,3.0,19,14,8.0,Donor,train
1648,No,Yes,No,No,Yes,1,5,Yes,8,1141,564,623,6,62,76.0,5.0,5.0,27,4,4.75,Donor,dev
1649,No,Yes,No,No,No,1,2,Yes,8,372,307,343,15,25,40.0,11.0,6.0,32,5,6.666666667,No Donor,train
1650,No,No,Yes,No,No,1,3,Yes,8,985,459,513,11,26,66.0,13.0,9.0,30,2,8.25,Donor,train
1651,No,No,Yes,No,No,1,2,Yes,8,479,296,295,18,60,68.0,7.0,3.0,29,0,4.25,Donor,dev
1652,Yes,No,No,No,No,1,3,No,6,1040,273,365,13,64,190.0,30.0,15.0,29,3,13.57142857,No Donor,train
1653,Yes,No,No,No,Yes,1,2,Yes,8,849,422,439,10,71,87.0,6.0,5.0,30,3,4.35,Donor,train
1654,No,No,Yes,No,Yes,3,4,Yes,5,595,288,332,27,57,158.0,15.0,10.0,30,4,7.9,No Donor,train
1655,Yes,No,No,No,Yes,1,4,Yes,7,756,435,462,5,71,110.0,10.0,8.0,28,8,5.789473684,No Donor,train
1656,Yes,No,No,No,No,1,1,No,8,481,247,267,27,30,48.0,7.0,7.0,34,1,5.333333333,No Donor,train
1657,No,No,No,Yes,No,1,2,Yes,8,486,304,375,19,31,40.0,20.0,1.0,24,3,6.666666667,No Donor,dev
1658,No,No,Yes,No,Yes,1,5,Yes,5,807,399,386,4,57,112.0,10.0,8.0,31,4,6.588235294,Donor,train
1659,No,No,Yes,No,No,1,2,No,3,517,270,318,25,40,50.0,25.0,25.0,37,27,16.66666667,No Donor,train
1660,No,No,No,Yes,No,1,1,Yes,0,163,125,174,64,71,120.0,14.0,13.0,36,10,8.571428571,No Donor,train
1661,No,No,No,Yes,Yes,1,4,Yes,1,1110,368,409,17,53,71.0,15.0,15.0,34,4,8.875,No Donor,train
1662,No,No,No,Yes,Yes,3,7,No,8,1939,635,674,5,28,60.0,10.0,0.0,21,1,8.571428571,Donor,train
1663,No,No,No,Yes,Yes,1,4,Yes,8,4069,821,902,2,27,123.0,24.0,15.0,28,1,15.375,No Donor,train
1664,Yes,No,No,No,Yes,1,4,Yes,4,592,243,299,19,57,186.0,50.0,25.0,31,4,18.6,No Donor,train
1665,No,No,No,Yes,Yes,1,4,No,5,1772,418,492,3,99,288.0,21.0,15.0,17,5,13.71428571,Donor,train
1666,Yes,No,No,No,Yes,1,3,Yes,8,3140,853,940,4,21,30.0,10.0,10.0,30,3,10.0,No Donor,train
1667,No,No,Yes,No,No,1,2,Yes,1,406,161,207,47,44,66.0,10.0,10.0,28,10,8.25,Donor,train
1668,Yes,No,No,No,Yes,3,7,Yes,8,2376,789,850,0,83,79.0,7.0,4.0,20,22,3.761904762,Donor,train
